Date,Open,High,Low,Close,Volume,Adj Close
2006-01-13,94.05,94.97,93.60,94.87,251700,28.85
2006-01-12,94.72,95.40,93.35,93.49,317700,28.43
2006-01-11,94.00,94.55,92.80,94.25,358800,28.66
2006-01-10,93.04,94.17,93.03,94.05,297600,28.60
2006-01-09,93.50,93.70,92.65,93.29,407400,28.36
2006-01-06,92.40,93.74,92.21,93.34,288600,28.38
2006-01-05,91.80,92.26,90.64,91.40,490200,27.79
2006-01-04,91.50,92.84,91.10,92.80,277200,28.22
2006-01-03,89.50,91.95,89.50,91.90,337200,27.94
2005-12-30,87.48,88.74,87.48,88.33,102300,26.86
2005-12-29,88.50,89.22,87.87,88.02,271500,26.76
2005-12-28,88.00,88.89,87.50,88.55,248400,26.92
2005-12-27,88.53,88.53,86.76,87.00,239400,26.45
2005-12-23,88.71,89.71,88.37,89.23,78300,27.13
2005-12-22,90.17,90.35,89.61,89.87,106500,27.25
2005-12-21,89.69,90.30,89.45,89.75,324600,27.22
2005-12-20,89.14,89.59,88.95,89.40,573000,27.11
2005-12-19,90.23,90.23,88.57,88.85,279900,26.94
2005-12-16,90.83,90.83,89.08,89.14,153000,27.03
2005-12-15,91.36,91.36,90.24,90.85,154200,27.55
2005-12-14,91.35,91.67,90.74,91.61,174900,27.78
2005-12-13,91.99,92.47,91.20,91.24,235500,27.67
2005-12-12,91.47,91.47,90.64,91.12,199500,27.63
2005-12-09,91.35,91.35,90.11,90.44,113700,27.43
2005-12-08,90.20,91.56,90.02,91.45,168900,27.73
2005-12-07,90.69,91.17,89.60,89.98,177600,27.29
2005-12-06,90.48,90.70,89.02,90.06,136200,27.31
2005-12-05,89.90,90.32,89.25,89.48,177900,27.13
2005-12-02,88.70,89.14,88.34,89.00,190200,26.99
2005-12-01,87.05,88.76,87.00,88.70,542100,26.90
2005-11-30,86.14,86.78,85.74,86.34,229500,26.18
2005-11-29,86.45,86.62,85.82,86.14,114600,26.12
2005-11-28,87.30,87.40,85.71,85.71,180900,25.99
2005-11-25,88.07,88.54,87.95,88.39,100200,26.80
2005-11-23,87.56,88.50,87.01,87.85,242700,26.64
2005-11-22,87.44,88.40,87.10,88.16,392100,26.73
2005-11-21,85.72,86.85,85.40,86.79,125400,26.32
2005-11-18,84.80,85.09,84.01,84.94,194400,25.76
2005-11-17,85.59,85.84,84.45,84.88,273900,25.74
2005-11-16,83.50,84.78,82.94,84.60,301500,25.66
2005-11-15,82.95,84.56,82.57,82.68,247200,25.07
2005-11-14,83.40,84.13,82.21,82.68,198000,25.07
2005-11-11,81.61,82.41,81.31,82.18,197100,24.92
2005-11-10,82.99,82.99,80.99,81.43,225900,24.69
2005-11-09,84.16,85.48,83.43,83.88,153000,25.44
2005-11-08,83.68,85.00,83.40,84.67,180600,25.68
2005-11-07,84.63,84.65,83.54,83.97,192600,25.46
2005-11-04,86.75,86.75,84.70,85.10,426000,25.81
2005-11-03,86.69,87.65,86.54,87.22,286500,26.45
2005-11-02,84.25,86.00,84.25,86.00,172200,26.08
2005-11-01,83.42,84.43,83.15,84.15,162300,25.52
2005-10-31,84.14,84.91,83.09,83.90,292200,25.44
2005-10-28,81.80,83.19,80.31,82.91,540600,25.14
2005-10-27,83.79,83.79,81.23,81.38,183000,24.68
2005-10-26,83.54,85.53,82.97,83.13,411300,25.21
2005-10-25,82.69,83.84,82.47,83.60,244800,25.35
2005-10-24,79.23,82.13,79.23,81.78,337200,24.80
2005-10-21,78.36,80.68,78.35,79.50,282900,24.11
2005-10-20,81.80,82.03,78.08,78.76,329100,23.88
2005-10-19,80.01,82.20,78.85,82.01,473700,24.87
2005-10-18,83.24,83.58,80.70,80.70,249600,24.47
2005-10-17,84.42,84.42,83.65,84.08,154800,25.50
2005-10-14,82.08,83.03,80.14,83.00,419700,25.17
2005-10-13,82.80,82.80,80.06,81.57,982500,24.74
2005-10-12,85.22,85.77,83.35,83.81,294900,25.42
2005-10-11,84.76,85.76,84.75,85.43,239400,25.91
2005-10-10,84.79,84.79,83.10,83.70,244500,25.38
2005-10-07,83.85,84.73,83.39,84.55,281100,25.64
2005-10-06,82.81,84.50,81.79,82.75,730800,25.09
2005-10-05,88.25,88.31,84.85,85.04,731400,25.79
2005-10-04,90.80,90.84,88.40,88.48,332100,26.83
2005-10-03,91.98,92.12,91.00,91.46,447600,27.74
2005-09-30,92.47,92.47,91.19,91.35,414000,27.70
2005-09-29,92.15,92.49,91.50,92.33,276000,28.00
2005-09-28,91.08,91.75,90.06,91.74,336600,27.82
2005-09-27,90.12,90.66,89.74,90.57,294000,27.47
2005-09-26,88.68,90.83,88.52,90.61,212100,27.48
2005-09-23,89.25,89.51,88.75,89.00,502200,26.93
2005-09-22,92.21,92.35,89.20,90.39,470400,27.35
2005-09-21,92.02,92.05,91.08,91.30,518100,27.63
2005-09-20,91.19,91.34,90.00,90.29,431400,27.32
2005-09-19,90.31,91.62,90.30,91.07,210000,27.56
2005-09-16,88.64,89.08,88.52,89.08,136500,26.96
2005-09-15,88.69,88.87,87.50,88.20,190200,26.69
2005-09-14,87.42,88.25,87.25,88.15,195000,26.68
2005-09-13,86.75,88.05,86.75,87.00,184800,26.33
2005-09-12,88.91,88.95,87.50,87.85,200700,26.59
2005-09-09,87.90,89.31,87.90,89.31,133200,27.03
2005-09-08,87.36,87.75,86.92,86.99,388200,26.33
2005-09-07,87.13,87.88,86.71,87.06,234600,26.35
2005-09-06,87.25,87.25,85.97,87.12,138600,26.36
2005-09-02,87.35,87.40,86.50,86.93,273600,26.31
2005-09-01,87.84,88.43,87.36,88.18,688200,26.69
2005-08-31,84.74,86.63,84.74,86.34,429000,26.13
2005-08-30,83.29,84.23,83.15,83.96,249300,25.41
2005-08-29,83.40,83.53,82.06,82.83,156600,25.07
2005-08-26,83.20,83.36,81.87,81.95,243000,24.80
2005-08-25,82.87,83.07,82.46,83.03,259800,25.13
2005-08-24,82.78,83.45,82.40,83.05,152400,25.13
2005-08-23,82.88,83.03,81.77,82.50,136800,24.97
2005-08-22,83.25,83.46,82.00,82.68,404100,25.02
2005-08-19,81.86,82.47,81.75,82.20,187800,24.88
2005-08-18,80.73,81.40,80.20,80.90,293700,24.48
2005-08-17,82.86,83.71,80.96,81.39,494400,24.63
2005-08-16,84.65,84.88,83.20,83.21,183000,25.18
2005-08-15,85.76,85.76,84.69,85.07,145800,25.74
2005-08-12,86.34,86.35,85.40,85.83,168900,25.97
2005-08-11,85.10,86.36,85.10,85.94,289800,26.01
2005-08-10,84.62,85.38,84.33,85.28,834900,25.81
2005-08-09,84.29,84.31,83.53,83.83,180000,25.37
2005-08-08,84.19,84.70,83.85,84.00,280500,25.42
2005-08-05,83.50,83.60,82.35,82.77,166200,25.05
2005-08-04,83.27,84.00,83.10,83.45,362400,25.25
2005-08-03,83.68,83.78,82.87,83.24,373200,25.19
2005-08-02,82.02,83.25,82.02,83.25,235500,25.19
2005-08-01,81.57,82.14,81.40,81.75,105000,24.74
2005-07-29,81.89,82.00,80.84,80.84,60600,24.46
2005-07-28,81.60,81.75,80.74,81.46,131100,24.65
2005-07-27,80.90,81.19,80.09,81.10,63900,24.54
2005-07-26,80.98,81.23,80.27,80.75,180000,24.44
2005-07-25,80.85,81.65,80.30,80.97,123600,24.50
2005-07-22,79.08,80.63,79.08,80.63,123900,24.40
2005-07-21,78.90,79.10,77.94,78.59,104400,23.78
2005-07-20,78.65,79.05,78.05,79.01,81300,23.91
2005-07-19,77.50,78.69,77.38,78.69,132600,23.81
2005-07-18,77.41,77.60,77.00,77.38,134100,23.42
2005-07-15,78.10,78.31,77.34,77.41,117900,23.43
2005-07-14,80.45,80.45,77.61,77.98,143100,23.60
2005-07-13,80.00,80.35,79.41,79.60,115800,24.09
2005-07-12,79.42,80.49,79.40,80.17,159000,24.26
2005-07-11,79.39,79.63,78.49,79.63,120300,24.10
2005-07-08,79.65,79.88,78.57,79.08,140100,23.93
2005-07-07,77.85,79.15,77.50,79.14,180900,23.95
2005-07-06,79.72,79.82,78.30,78.45,219300,23.74
2005-07-05,77.90,79.26,77.86,79.24,167100,23.98
2005-07-01,76.21,77.51,76.21,77.27,87900,23.38
2005-06-30,76.20,76.97,75.88,75.88,136200,22.96
2005-06-29,76.65,76.83,75.95,76.35,163800,23.11
2005-06-28,77.35,77.68,76.54,76.57,235800,23.17
2005-06-27,76.80,77.54,76.80,77.28,368100,23.39
2005-06-24,77.15,77.16,76.17,76.30,195600,23.09
2005-06-23,76.70,77.85,76.50,76.70,205200,23.21
2005-06-22,76.75,77.09,75.91,76.99,327000,23.30
2005-06-21,77.45,77.80,76.44,76.44,262500,23.13
2005-06-20,78.37,78.49,77.65,77.90,285300,23.51
2005-06-17,78.05,78.17,77.36,77.70,238500,23.45
2005-06-16,76.15,76.94,76.05,76.84,255600,23.19
2005-06-15,75.30,75.83,75.10,75.83,227700,22.88
2005-06-14,74.10,74.90,74.10,74.84,517800,22.59
2005-06-13,74.00,74.60,73.51,74.48,300300,22.48
2005-06-10,73.98,74.08,73.31,74.00,537900,22.33
2005-06-09,72.45,73.74,72.23,73.74,2559600,22.25
2005-06-08,144.13,146.44,143.75,144.48,328800,21.80
2005-06-07,145.00,146.07,144.11,144.11,174000,21.74
2005-06-06,145.10,145.50,144.35,145.15,284400,21.90
2005-06-03,144.20,145.36,144.01,144.91,261000,21.87
2005-06-02,144.05,144.95,143.30,144.17,227400,21.75
2005-06-01,142.20,144.63,142.15,143.99,819600,21.73
2005-05-31,141.85,142.38,140.65,141.75,359400,21.39
2005-05-27,141.40,142.87,140.99,142.79,138600,21.55
2005-05-26,140.40,140.72,140.00,140.70,577800,21.23
2005-05-25,138.74,140.29,137.77,139.82,412800,21.10
2005-05-24,138.01,138.74,137.92,138.60,98400,20.91
2005-05-23,136.15,138.23,136.15,137.90,193200,20.81
2005-05-20,136.31,137.08,135.74,135.85,246600,20.50
2005-05-19,135.10,137.00,135.10,137.00,229800,20.67
2005-05-18,136.20,137.08,134.74,135.35,180000,20.42
2005-05-17,132.33,134.90,132.33,134.90,240000,20.36
2005-05-16,132.05,132.45,130.42,132.39,636600,19.98
2005-05-13,134.80,135.36,131.90,132.79,382800,20.04
2005-05-12,140.35,140.35,134.93,135.01,559800,20.37
2005-05-11,140.30,140.50,139.24,140.50,113400,21.20
2005-05-10,142.25,142.36,140.01,140.20,248400,21.15
2005-05-09,141.60,142.50,141.23,142.50,138600,21.50
2005-05-06,142.00,142.44,140.90,141.15,193200,21.30
2005-05-05,140.75,141.73,140.35,141.00,100200,21.28
2005-05-04,139.00,140.05,137.84,140.00,166800,21.12
2005-05-03,140.25,140.25,137.81,137.81,136800,20.79
2005-05-02,138.00,140.40,137.67,140.40,181200,21.19
2005-04-29,138.69,138.69,136.81,137.80,151800,20.79
2005-04-28,138.25,138.25,136.56,137.11,261600,20.69
2005-04-27,142.25,142.25,138.85,139.15,746400,21.00
2005-04-26,144.25,144.25,142.43,142.51,274200,21.50
2005-04-25,144.35,145.02,143.63,144.10,265200,21.74
2005-04-22,142.25,143.93,141.14,142.44,142800,21.49
2005-04-21,139.57,142.15,139.15,142.15,253200,21.45
2005-04-20,141.40,142.36,138.87,138.87,193200,20.95
2005-04-19,139.61,141.87,139.61,141.65,263400,21.37
2005-04-18,135.90,138.44,135.32,138.25,528000,20.86
2005-04-15,139.82,140.42,135.96,136.10,1425000,20.54
2005-04-14,142.65,142.65,140.24,140.24,1027800,21.16
2005-04-13,144.25,145.20,141.77,142.00,484200,21.43
2005-04-12,146.88,147.01,144.54,145.25,160200,21.92
2005-04-11,147.06,147.76,145.85,147.50,150000,22.26
2005-04-08,148.60,149.19,146.71,146.81,334200,22.15
2005-04-07,150.55,150.90,148.38,149.15,256200,22.51
2005-04-06,147.20,149.67,146.86,149.60,207000,22.57
2005-04-05,148.80,149.01,146.74,147.21,309600,22.21
2005-04-04,149.89,150.38,147.72,148.65,313200,22.43
2005-04-01,148.40,149.65,147.67,149.65,470400,22.58
2005-03-31,146.77,147.26,146.12,146.81,202800,22.15
2005-03-30,143.20,143.81,140.73,143.81,510000,21.70
2005-03-29,144.54,145.97,142.29,142.29,286800,21.47
2005-03-28,144.46,144.92,143.40,144.30,430800,21.77
2005-03-24,146.21,146.75,144.31,145.11,190800,21.83
2005-03-23,146.72,146.89,144.62,144.83,571800,21.79
2005-03-22,150.50,151.94,148.13,148.42,322800,22.33
2005-03-21,151.15,151.27,149.31,149.90,412800,22.55
2005-03-18,150.49,151.48,150.49,151.40,283800,22.78
2005-03-17,149.47,150.66,149.21,150.42,223200,22.63
2005-03-16,147.90,150.00,147.35,148.48,378000,22.34
2005-03-15,150.49,151.08,148.14,148.40,338400,22.33
2005-03-14,149.38,149.98,147.40,149.60,491400,22.51
2005-03-11,147.87,150.13,147.87,149.04,429600,22.42
2005-03-10,150.50,150.50,146.86,147.91,936600,22.25
2005-03-09,154.06,155.24,150.37,150.50,988200,22.64
2005-03-08,154.08,154.64,153.60,153.60,859200,23.11
2005-03-07,154.90,154.90,152.38,153.60,510000,23.11
2005-03-04,152.65,155.22,152.27,154.87,272400,23.30
2005-03-03,151.00,152.15,150.51,151.90,294600,22.85
2005-03-02,148.30,150.26,148.02,150.09,288600,22.58
2005-03-01,150.28,150.70,148.06,148.43,455400,22.33
2005-02-28,152.70,153.42,148.15,150.70,814800,22.67
2005-02-25,148.75,152.09,148.75,151.57,467400,22.80
2005-02-24,146.70,148.58,146.20,148.58,331800,22.35
2005-02-23,145.70,146.98,145.26,146.98,244200,22.11
2005-02-22,146.79,147.94,145.37,145.49,444600,21.89
2005-02-18,144.22,146.19,144.22,145.80,381000,21.93
2005-02-17,145.06,145.74,143.32,143.32,554400,21.56
2005-02-16,141.82,144.70,141.67,144.50,229200,21.74
2005-02-15,141.10,141.62,140.50,141.15,267600,21.23
2005-02-14,141.25,141.40,140.71,140.90,169200,21.20
2005-02-11,139.70,141.37,139.10,140.87,378000,21.19
2005-02-10,137.15,139.67,137.00,139.32,301200,20.96
2005-02-09,136.30,137.05,135.22,136.24,150000,20.50
2005-02-08,135.70,136.71,135.11,136.55,183600,20.54
2005-02-07,136.90,137.11,135.10,135.80,104400,20.43
2005-02-04,136.36,137.08,136.01,137.08,211800,20.62
2005-02-03,135.49,136.30,134.85,136.21,102000,20.49
2005-02-02,134.90,136.49,134.90,136.44,133800,20.53
2005-02-01,133.90,134.82,133.46,134.77,117600,20.27
2005-01-31,131.15,133.20,130.86,132.91,105600,20.00
2005-01-28,132.30,132.30,131.01,131.67,123600,19.81
2005-01-27,131.50,133.21,131.50,132.70,138600,19.96
2005-01-26,131.25,132.08,130.85,131.87,134400,19.84
2005-01-25,131.06,131.43,130.09,130.57,89400,19.64
2005-01-24,130.79,131.57,130.58,130.58,154200,19.64
2005-01-21,130.00,131.00,129.79,129.79,124800,19.53
2005-01-20,129.50,129.89,128.33,129.20,138600,19.44
2005-01-19,131.15,131.32,130.39,130.39,121800,19.62
2005-01-18,130.77,131.15,130.37,130.94,268200,19.70
2005-01-14,129.50,130.21,129.25,130.19,257400,19.59
2005-01-13,129.03,130.54,128.98,129.36,116400,19.46
2005-01-12,127.40,128.90,127.12,128.90,111000,19.39
2005-01-11,127.09,127.54,126.28,126.95,288600,19.10
2005-01-10,127.14,127.98,126.83,127.21,186000,19.14
2005-01-07,126.78,126.92,125.00,126.14,125400,18.98
2005-01-06,125.40,127.33,125.20,126.77,234000,19.07
2005-01-05,126.40,126.74,125.01,125.20,198000,18.84
2005-01-04,127.71,127.84,126.14,126.28,368400,19.00
2005-01-03,130.43,130.43,127.03,127.49,334800,19.18
2004-12-31,131.25,131.82,131.25,131.29,248400,19.75
2004-12-30,131.02,131.43,130.98,131.01,97200,19.71
2004-12-29,130.70,131.49,130.26,131.35,243000,19.76
2004-12-28,130.00,130.72,130.00,130.69,163800,19.66
2004-12-27,131.32,131.32,129.86,129.86,115800,19.54
2004-12-23,131.33,131.72,131.10,131.60,181200,19.75
2004-12-22,132.56,132.60,130.07,130.70,243000,19.61
2004-12-21,131.28,132.32,131.17,132.32,349200,19.86
2004-12-20,130.96,131.42,130.76,131.14,267600,19.68
2004-12-17,130.00,130.46,129.80,130.25,103800,19.55
2004-12-16,130.83,130.88,129.70,130.00,99600,19.51
2004-12-15,130.49,131.55,129.90,131.30,163200,19.70
2004-12-14,129.55,130.11,129.01,129.90,151800,19.49
2004-12-13,128.30,129.57,128.27,129.43,136200,19.42
2004-12-10,128.90,129.06,127.47,127.54,69000,19.14
2004-12-09,127.41,128.69,127.01,128.37,105600,19.26
2004-12-08,126.05,127.78,125.22,127.63,228600,19.15
2004-12-07,130.00,130.00,127.40,127.59,180600,19.15
2004-12-06,130.30,130.41,129.24,130.21,119400,19.54
2004-12-03,128.61,130.58,128.61,130.10,814800,19.52
2004-12-02,132.17,132.17,128.77,129.36,324600,19.41
2004-12-01,135.00,135.16,132.74,133.17,177600,19.98
2004-11-30,135.78,135.84,135.00,135.19,103200,20.29
2004-11-29,136.39,136.45,134.44,135.30,237000,20.30
2004-11-26,135.63,136.61,135.63,136.29,134400,20.45
2004-11-24,134.05,134.81,133.23,134.77,567600,20.22
2004-11-23,133.30,134.07,133.09,133.33,181200,20.01
2004-11-22,131.91,133.03,131.60,132.98,475800,19.95
2004-11-19,130.20,131.64,130.20,131.44,360000,19.72
2004-11-18,129.48,130.11,129.32,130.11,154200,19.52
2004-11-17,129.20,129.80,128.84,129.50,147000,19.43
2004-11-16,128.35,128.77,128.05,128.07,125400,19.22
2004-11-15,130.50,130.50,127.57,128.17,166200,19.23
2004-11-12,128.27,130.62,128.21,130.55,251400,19.59
2004-11-11,127.60,128.32,127.60,128.32,172200,19.26
2004-11-10,127.15,128.37,126.32,128.19,64800,19.24
2004-11-09,127.17,127.56,126.70,126.81,63600,19.03
2004-11-08,128.65,128.65,127.09,127.20,123600,19.09
2004-11-05,128.41,129.11,128.01,128.96,121200,19.35
2004-11-04,127.28,128.23,127.28,128.20,209400,19.24
2004-11-03,125.70,126.99,125.19,126.95,173400,19.05
2004-11-02,125.50,125.55,123.82,123.99,67200,18.61
2004-11-01,127.00,127.23,125.07,125.35,97800,18.81
2004-10-29,125.12,126.23,124.94,126.09,53400,18.92
2004-10-28,126.00,126.30,124.21,124.36,285600,18.66
2004-10-27,128.90,129.05,126.00,126.48,72600,18.98
2004-10-26,127.70,128.43,127.15,128.43,91800,19.27
2004-10-25,127.17,127.93,126.82,127.53,88800,19.14
2004-10-22,127.73,128.09,127.14,127.14,56400,19.08
2004-10-21,126.66,127.59,126.44,127.30,128400,19.10
2004-10-20,124.30,126.26,124.30,126.26,111000,18.95
2004-10-19,123.55,124.50,123.33,123.47,237000,18.53
2004-10-18,125.84,125.84,124.24,124.24,212400,18.64
2004-10-15,126.20,126.20,125.44,125.79,163800,18.88
2004-10-14,124.84,125.94,124.84,125.36,94200,18.81
2004-10-13,125.10,125.24,123.01,124.28,299400,18.65
2004-10-12,128.19,128.25,126.92,126.92,158400,19.05
2004-10-11,130.07,130.07,128.07,128.34,165000,19.26
2004-10-08,129.72,130.12,129.00,129.56,190200,19.44
2004-10-07,131.05,131.41,129.25,129.37,171000,19.41
2004-10-06,128.83,130.40,128.83,130.40,229200,19.57
2004-10-05,127.50,128.53,127.50,128.21,137400,19.24
2004-10-04,126.56,127.15,126.49,126.84,136200,19.03
2004-10-01,125.90,127.31,125.90,127.31,150000,19.10
2004-09-30,125.02,125.86,125.02,125.78,158400,18.87
2004-09-29,125.40,125.53,124.10,124.80,102600,18.73
2004-09-28,124.95,125.89,124.86,125.65,121200,18.85
2004-09-27,123.65,124.15,123.14,123.55,88800,18.54
2004-09-24,122.95,124.07,122.90,123.83,61200,18.52
2004-09-23,122.85,122.95,122.10,122.57,67800,18.33
2004-09-22,123.50,123.79,123.03,123.45,65400,18.46
2004-09-21,122.10,124.36,122.10,124.23,226800,18.58
2004-09-20,121.35,122.15,121.34,121.34,126000,18.15
2004-09-17,120.55,121.21,120.12,121.10,60000,18.11
2004-09-16,119.44,119.92,119.40,119.74,99600,17.91
2004-09-15,119.55,120.00,119.22,119.25,27000,17.83
2004-09-14,119.30,119.96,119.16,119.54,114600,17.88
2004-09-13,119.40,119.49,119.17,119.30,54000,17.84
2004-09-10,119.20,119.20,118.25,118.62,51600,17.74
2004-09-09,118.20,119.71,118.20,119.45,79800,17.86
2004-09-08,117.67,118.49,117.67,118.17,30000,17.67
2004-09-07,118.23,118.23,117.40,117.92,35400,17.63
2004-09-03,117.87,118.48,117.62,118.48,74400,17.72
2004-09-02,117.99,118.62,117.76,118.62,43200,17.74
2004-09-01,116.10,117.62,116.10,117.42,36000,17.56
2004-08-31,114.77,115.76,114.62,115.76,112200,17.31
2004-08-30,115.40,115.40,114.10,114.20,49200,17.08
2004-08-27,114.60,115.00,114.60,114.94,40200,17.19
2004-08-26,113.32,114.12,112.77,114.03,75600,17.05
2004-08-25,112.81,113.35,112.81,113.35,53400,16.95
2004-08-24,113.23,113.42,112.13,112.74,81600,16.86
2004-08-23,114.93,115.00,113.22,113.22,69000,16.93
2004-08-20,114.68,115.72,114.68,114.97,109800,17.19
2004-08-19,113.55,114.34,113.48,114.01,272400,17.05
2004-08-18,112.70,113.20,112.35,113.20,59400,16.93
2004-08-17,113.40,113.40,111.88,112.07,67800,16.76
2004-08-16,112.55,113.64,112.55,113.56,39600,16.98
2004-08-13,112.00,112.63,111.71,112.30,43800,16.79
2004-08-12,112.72,112.72,111.11,111.17,77400,16.62
2004-08-11,112.95,112.95,111.73,112.27,33000,16.79
2004-08-10,113.21,114.08,113.07,113.09,114000,16.91
2004-08-09,112.22,113.75,112.22,113.21,207000,16.93
2004-08-06,113.70,113.70,111.57,111.70,68400,16.70
2004-08-05,115.60,115.60,113.70,113.70,47400,17.00
2004-08-04,117.65,117.65,115.70,115.73,66600,17.31
2004-08-03,117.57,118.13,117.57,117.70,77400,17.60
2004-08-02,117.10,117.10,115.79,117.00,57000,17.50
2004-07-30,117.10,117.28,116.72,117.21,58800,17.53
2004-07-29,116.10,116.71,115.55,116.62,51000,17.44
2004-07-28,115.15,115.78,114.28,115.70,36000,17.30
2004-07-27,112.70,114.74,112.62,114.74,60000,17.16
2004-07-26,114.60,114.88,112.70,113.25,128400,16.94
2004-07-23,115.15,115.15,114.27,114.51,44400,17.12
2004-07-22,115.64,115.70,114.89,115.45,46800,17.26
2004-07-21,117.42,117.88,115.32,115.32,40200,17.25
2004-07-20,117.53,117.59,117.00,117.44,57600,17.56
2004-07-19,118.05,118.42,117.49,117.98,73800,17.64
2004-07-16,118.05,118.61,117.72,118.39,216000,17.70
2004-07-15,116.65,117.41,116.50,117.15,102000,17.52
2004-07-14,115.25,116.59,115.25,116.59,162000,17.44
2004-07-13,115.64,115.64,114.76,115.51,42000,17.27
2004-07-12,116.45,116.45,115.60,115.97,102600,17.34
2004-07-09,116.44,116.60,115.69,116.60,88800,17.44
2004-07-08,115.96,116.25,115.61,115.85,90000,17.32
2004-07-07,115.49,116.15,115.02,116.06,149400,17.36
2004-07-06,115.36,115.75,114.99,115.46,52800,17.27
2004-07-02,114.80,115.21,114.60,114.98,66600,17.19
2004-07-01,114.80,114.99,114.12,114.60,176400,17.14
2004-06-30,114.12,114.99,113.81,114.99,76200,17.20
2004-06-29,113.50,113.79,113.50,113.75,104400,17.01
2004-06-28,114.80,114.80,113.18,113.47,80400,16.97
2004-06-25,115.80,116.16,115.17,115.35,37200,17.18
2004-06-24,116.60,116.60,115.58,115.81,115200,17.25
2004-06-23,114.90,115.94,114.32,115.90,85800,17.26
2004-06-22,113.60,114.30,113.22,114.30,37800,17.03
2004-06-21,114.25,114.25,113.69,114.07,69600,16.99
2004-06-18,114.30,114.41,114.05,114.23,40200,17.02
2004-06-17,113.25,113.76,112.59,113.59,82200,16.92
2004-06-16,111.99,112.56,111.61,112.32,189600,16.73
2004-06-15,110.00,111.03,110.00,110.73,40200,16.49
2004-06-14,109.40,109.40,108.71,108.81,42000,16.21
2004-06-10,109.50,110.30,109.50,109.98,39000,16.38
2004-06-09,109.45,109.46,108.61,108.93,164400,16.23
2004-06-08,111.09,111.32,110.01,110.29,43800,16.43
2004-06-07,109.60,110.84,109.52,110.84,49200,16.51
2004-06-04,109.00,109.10,108.54,108.83,27000,16.21
2004-06-03,110.45,110.56,109.00,109.00,102600,16.24
2004-06-02,110.55,110.75,109.80,110.20,72000,16.42
2004-06-01,110.40,110.47,109.84,110.27,28200,16.43
2004-05-28,109.10,109.26,109.06,109.06,18600,16.25
2004-05-27,110.26,110.26,108.70,109.10,109200,16.25
2004-05-26,110.85,110.87,109.44,109.86,64800,16.36
2004-05-25,109.35,110.60,109.35,110.60,122400,16.47
2004-05-24,106.60,108.57,106.60,108.57,56400,16.17
2004-05-21,107.20,107.30,106.10,106.14,45600,15.81
2004-05-20,107.19,107.19,106.40,106.63,16800,15.88
2004-05-19,107.50,108.27,106.51,106.67,66600,15.89
2004-05-18,107.60,107.63,106.13,106.48,108000,15.86
2004-05-17,107.80,108.14,107.35,107.50,56400,16.01
2004-05-14,107.60,108.59,107.10,107.99,139800,16.09
2004-05-13,107.40,107.42,106.60,106.80,36600,15.91
2004-05-12,106.95,107.15,105.61,107.15,64800,15.96
2004-05-11,105.74,106.31,105.60,106.31,28800,15.84
2004-05-10,105.50,105.75,103.93,104.92,242400,15.63
2004-05-07,110.00,110.00,107.26,107.30,311400,15.98
2004-05-06,111.25,111.25,109.40,110.57,123600,16.47
2004-05-05,110.50,111.49,110.00,111.49,55200,16.61
2004-05-04,111.00,111.67,110.25,111.09,102600,16.55
2004-05-03,108.18,110.25,108.18,110.25,227400,16.42
2004-04-30,108.85,109.05,107.99,108.38,229800,16.14
2004-04-29,110.40,110.50,107.51,108.15,91800,16.11
2004-04-28,111.80,111.80,109.88,109.88,189000,16.37
2004-04-27,111.40,113.23,111.40,112.71,115800,16.79
2004-04-26,112.06,112.32,111.32,111.32,116400,16.58
2004-04-23,111.55,111.55,110.54,111.03,131400,16.54
2004-04-22,109.25,111.95,109.25,111.92,74400,16.67
2004-04-21,109.51,109.74,109.00,109.59,63600,16.32
2004-04-20,112.60,112.62,109.76,109.76,112200,16.35
2004-04-19,113.44,113.60,112.51,112.99,84000,16.83
2004-04-16,112.40,113.29,112.35,113.19,179400,16.86
2004-04-15,111.01,112.21,111.01,112.21,180600,16.71
2004-04-14,109.89,111.08,109.85,110.43,155400,16.45
2004-04-13,113.00,113.00,110.93,111.13,109800,16.55
2004-04-12,111.75,112.80,111.75,112.69,79200,16.79
2004-04-08,111.48,111.56,110.71,111.17,235800,16.56
2004-04-07,110.84,111.28,110.25,111.04,95400,16.54
2004-04-06,111.29,111.40,110.62,111.10,114600,16.55
2004-04-05,110.81,110.99,110.34,110.99,204000,16.53
2004-04-02,110.08,110.68,109.80,110.68,205800,16.49
2004-04-01,110.80,110.91,109.43,109.78,168000,16.35
2004-03-31,110.60,110.67,109.40,110.49,415800,16.46
2004-03-30,108.36,110.28,108.36,110.00,87000,16.39
2004-03-29,107.77,108.30,107.77,107.95,75000,16.08
2004-03-26,106.80,107.85,106.63,107.18,168000,15.93
2004-03-25,106.00,106.25,105.66,106.25,195000,15.79
2004-03-24,107.50,107.61,105.48,105.59,150600,15.70
2004-03-23,108.69,108.69,106.97,107.86,85800,16.03
2004-03-22,109.24,109.24,108.05,108.26,377400,16.09
2004-03-19,111.00,111.12,109.63,109.63,197400,16.30
2004-03-18,110.65,111.15,110.18,110.87,126000,16.48
2004-03-17,109.20,110.38,108.87,110.35,88200,16.40
2004-03-16,109.15,109.16,107.85,108.66,85200,16.15
2004-03-15,109.05,109.40,108.35,108.49,193800,16.13
2004-03-12,107.97,109.07,107.70,109.07,124800,16.21
