Date,Open,High,Low,Close,Volume,Adj Close
2004-03-11,108.51,109.29,107.39,107.50,136800,15.98
2004-03-10,111.65,111.65,108.90,109.00,221400,16.20
2004-03-09,112.30,112.45,111.19,111.66,147000,16.60
2004-03-08,113.45,113.58,112.47,112.47,145800,16.72
2004-03-05,112.10,113.00,112.10,112.78,159600,16.76
2004-03-04,111.55,111.73,111.00,111.50,84600,16.57
2004-03-03,111.40,111.84,110.52,111.72,136800,16.61
2004-03-02,113.05,113.12,111.72,111.84,128400,16.63
2004-03-01,111.35,113.13,111.35,113.05,355200,16.81
2004-02-27,110.25,110.99,110.00,110.81,71400,16.47
2004-02-26,109.40,110.14,109.00,110.00,178200,16.35
2004-02-25,108.87,109.38,108.74,109.35,150000,16.26
2004-02-24,108.09,109.13,108.09,108.87,63000,16.18
2004-02-23,108.35,108.46,108.01,108.23,105600,16.09
2004-02-20,108.95,108.95,107.21,108.06,184800,16.06
2004-02-19,108.75,109.12,108.16,108.65,141000,16.15
2004-02-18,109.90,109.90,108.07,108.07,100200,16.06
2004-02-17,109.40,109.78,109.37,109.72,194400,16.31
2004-02-13,109.00,109.00,107.95,108.43,171000,16.12
2004-02-12,108.70,109.31,108.45,108.80,129000,16.17
2004-02-11,107.30,108.92,107.10,108.70,120000,16.16
2004-02-10,106.35,107.40,106.10,107.24,199800,15.94
2004-02-09,105.81,106.42,105.81,106.14,139200,15.78
2004-02-06,103.95,104.69,103.56,104.62,51000,15.55
2004-02-05,103.90,104.21,103.14,103.63,69000,15.40
2004-02-04,105.05,105.05,103.87,103.99,87600,15.46
2004-02-03,105.20,105.47,104.70,105.32,91200,15.66
2004-02-02,104.80,105.60,104.09,105.07,175200,15.62
2004-01-30,105.10,105.10,104.34,104.98,189600,15.61
2004-01-29,106.70,106.70,104.55,105.07,83400,15.62
2004-01-28,108.00,108.30,106.09,106.45,67800,15.82
2004-01-27,108.50,108.76,108.01,108.20,99000,16.08
2004-01-26,107.80,108.32,107.32,108.32,163200,16.10
2004-01-23,108.20,108.66,107.62,107.84,99000,16.03
2004-01-22,108.90,108.90,107.76,108.04,39000,16.06
2004-01-21,108.00,108.81,107.90,108.63,174000,16.15
2004-01-20,106.60,108.11,106.36,107.95,193800,16.05
2004-01-16,104.75,105.44,104.47,105.44,226800,15.67
2004-01-15,107.10,107.15,105.00,105.04,280800,15.61
2004-01-14,107.00,107.00,106.02,106.55,129600,15.84
2004-01-13,107.90,108.18,107.01,107.01,63600,15.91
2004-01-12,107.90,107.90,107.21,107.50,100200,15.98
2004-01-09,106.59,108.21,106.28,107.70,201000,16.01
2004-01-08,107.48,108.03,106.84,107.99,110400,16.05
2004-01-07,108.35,108.35,107.05,107.45,189600,15.97
2004-01-06,109.45,109.48,108.60,108.95,463800,16.20
2004-01-05,108.00,109.20,108.00,109.20,319800,16.23
2004-01-02,107.45,107.70,106.85,107.01,253200,15.91
2003-12-31,107.95,108.00,106.75,106.81,90600,15.88
2003-12-30,107.40,107.84,107.30,107.32,189000,15.95
2003-12-29,105.95,107.31,105.95,107.25,112800,15.94
2003-12-26,105.30,105.84,105.30,105.83,52200,15.73
2003-12-24,104.50,105.44,104.49,105.27,82800,15.65
2003-12-23,104.90,104.98,103.76,104.44,122400,15.53
2003-12-22,104.60,104.81,104.42,104.78,232800,15.58
2003-12-19,104.80,104.80,104.00,104.40,159600,15.52
2003-12-18,102.50,104.86,102.49,104.60,259200,15.55
2003-12-17,101.05,102.15,100.95,102.15,156600,15.18
2003-12-16,100.60,100.95,100.60,100.95,96000,15.01
2003-12-15,101.17,101.17,100.04,100.27,118200,14.85
2003-12-12,100.70,101.53,100.65,101.53,90600,14.99
2003-12-11,99.65,100.53,99.24,100.49,56400,14.83
2003-12-10,100.54,100.54,99.43,99.81,98400,14.73
2003-12-09,101.29,101.29,100.42,100.61,216000,14.85
2003-12-08,99.59,100.64,99.40,100.64,147000,14.85
2003-12-05,99.07,99.46,98.81,99.39,109200,14.67
2003-12-04,97.50,99.07,97.30,99.07,70800,14.62
2003-12-03,97.60,97.87,97.17,97.44,135600,14.38
2003-12-02,96.80,97.61,96.59,97.44,63000,14.38
2003-12-01,96.00,96.80,95.90,96.80,43800,14.29
2003-11-28,95.37,95.52,95.30,95.52,24000,14.10
2003-11-26,94.90,95.35,94.66,95.30,59400,14.07
2003-11-25,93.80,94.49,93.80,94.49,19200,13.95
2003-11-24,93.60,93.74,93.29,93.65,30000,13.82
2003-11-21,93.75,93.79,93.20,93.30,55800,13.77
2003-11-20,93.42,94.15,93.38,93.50,33600,13.80
2003-11-19,93.50,93.87,93.50,93.87,43800,13.86
2003-11-18,93.82,93.89,93.60,93.63,30000,13.82
2003-11-17,94.40,94.40,93.16,93.50,43200,13.80
2003-11-14,94.75,95.18,94.37,94.72,87600,13.98
2003-11-13,93.95,94.64,93.95,94.61,63600,13.96
2003-11-12,92.81,93.85,92.81,93.85,30000,13.85
2003-11-11,92.95,93.00,92.49,92.80,21000,13.70
2003-11-10,93.65,93.70,93.00,93.00,66600,13.73
2003-11-07,93.00,93.80,93.00,93.65,85800,13.82
2003-11-06,92.90,93.09,92.28,92.95,58800,13.72
2003-11-05,92.81,92.93,92.60,92.75,19800,13.69
2003-11-04,93.05,93.29,92.88,93.05,26400,13.73
2003-11-03,93.60,93.98,93.01,93.13,22200,13.75
2003-10-31,92.40,93.51,92.40,93.51,193800,13.80
2003-10-30,92.61,92.61,92.11,92.38,47400,13.64
2003-10-29,92.95,92.99,92.54,92.90,16800,13.71
2003-10-28,92.60,92.60,92.00,92.59,34200,13.67
2003-10-27,92.43,92.70,92.26,92.38,28200,13.64
2003-10-24,92.34,92.48,92.01,92.23,40800,13.61
2003-10-23,92.50,92.79,91.93,92.79,13800,13.70
2003-10-22,93.90,93.90,92.86,92.86,25200,13.71
2003-10-21,93.65,94.19,93.59,94.18,180000,13.90
2003-10-20,93.75,93.75,93.12,93.57,54000,13.81
2003-10-17,94.55,94.55,93.58,93.72,43800,13.83
2003-10-16,94.00,94.71,94.00,94.45,11400,13.94
2003-10-15,94.95,94.95,93.62,93.95,18000,13.87
2003-10-14,94.90,94.90,94.16,94.85,33000,14.00
2003-10-13,94.60,94.98,94.52,94.97,22200,14.02
2003-10-10,93.65,94.48,93.65,94.35,22800,13.93
2003-10-09,93.80,93.82,93.26,93.26,27600,13.77
2003-10-08,93.83,94.18,93.49,93.50,84000,13.80
2003-10-07,93.20,93.80,92.82,93.80,96000,13.85
2003-10-06,93.00,93.40,92.90,93.40,76200,13.79
2003-10-03,92.78,93.17,92.75,92.82,28200,13.70
2003-10-02,91.50,92.32,91.50,92.32,220200,13.63
2003-10-01,90.82,91.61,90.82,91.61,28200,13.52
2003-09-30,90.65,90.85,89.59,90.50,51000,13.36
2003-09-29,89.90,90.54,89.81,90.43,21000,13.35
2003-09-26,90.65,90.65,89.64,90.10,19200,13.30
2003-09-25,92.55,92.55,91.34,91.34,138000,13.48
2003-09-24,92.64,93.01,92.10,92.41,16200,13.64
2003-09-23,91.70,92.02,91.55,91.85,36000,13.56
2003-09-22,91.85,91.85,91.35,91.55,37800,13.51
2003-09-19,91.52,91.80,91.52,91.60,6600,13.52
2003-09-18,91.00,91.28,90.60,91.28,81000,13.47
2003-09-17,92.00,92.00,91.10,91.10,26400,13.45
2003-09-16,91.42,91.85,91.42,91.85,69000,13.56
2003-09-15,92.10,92.10,91.37,91.59,11400,13.52
2003-09-12,92.24,92.49,91.85,92.49,41400,13.59
2003-09-11,92.50,92.50,92.00,92.32,8400,13.57
2003-09-10,92.90,92.90,92.25,92.25,4800,13.56
2003-09-09,93.40,93.49,93.10,93.21,63600,13.70
2003-09-08,92.68,93.64,92.68,93.54,20400,13.74
2003-09-05,92.78,92.92,92.30,92.46,8400,13.59
2003-09-04,92.96,92.99,92.77,92.90,16800,13.65
2003-09-03,92.85,93.05,92.83,93.04,30600,13.67
2003-09-02,92.40,92.65,91.96,92.47,31800,13.59
2003-08-29,92.27,92.49,91.92,92.39,25800,13.58
2003-08-28,90.91,92.14,90.91,92.14,3000,13.54
2003-08-27,90.85,91.11,90.85,91.11,8400,13.39
2003-08-26,90.50,90.64,89.68,90.64,36000,13.32
2003-08-25,91.00,91.00,90.31,90.31,10800,13.27
2003-08-22,91.99,91.99,91.01,91.01,15000,13.37
2003-08-21,91.86,92.13,91.76,91.99,13800,13.52
2003-08-20,91.00,91.84,91.00,91.67,15000,13.47
2003-08-19,91.15,91.28,90.82,91.19,37800,13.40
2003-08-18,91.15,91.42,91.05,91.33,15600,13.42
2003-08-15,91.00,91.00,91.00,91.00,14400,13.37
2003-08-14,90.95,91.22,90.63,90.71,16800,13.33
2003-08-13,90.50,90.91,90.30,90.61,42600,13.31
2003-08-12,90.40,90.40,89.72,90.21,19200,13.26
2003-08-11,89.40,90.39,89.40,90.34,45600,13.27
2003-08-08,88.83,89.17,88.83,89.17,25200,13.10
2003-08-07,86.96,88.39,86.83,88.39,12600,12.99
2003-08-06,86.18,86.71,86.18,86.71,45600,12.74
2003-08-05,86.60,86.88,85.97,85.97,93000,12.63
2003-08-04,86.75,86.75,85.85,86.41,9000,12.70
2003-08-01,87.05,87.05,86.32,86.64,16800,12.73
2003-07-31,86.95,87.86,86.61,86.90,18600,12.77
2003-07-30,86.57,86.57,86.56,86.56,3000,12.72
2003-07-29,86.88,87.04,86.59,87.04,6600,12.79
2003-07-28,87.85,88.08,87.77,88.04,6600,12.94
2003-07-25,87.34,87.54,87.34,87.54,6600,12.86
2003-07-24,87.80,88.44,87.15,87.15,25200,12.81
2003-07-23,87.80,87.80,87.27,87.27,9600,12.82
2003-07-22,87.28,87.28,87.28,87.28,2400,12.82
2003-07-21,87.67,87.67,86.80,86.88,12600,12.77
2003-07-18,86.72,87.42,86.72,87.42,10200,12.85
2003-07-17,85.79,86.30,85.79,86.04,30600,12.64
2003-07-16,85.78,85.78,85.45,85.45,1200,12.56
2003-07-15,86.55,86.55,85.74,85.74,6600,12.60
2003-07-14,87.56,87.74,87.00,87.00,7200,12.78
2003-07-11,87.07,87.63,87.07,87.30,3600,12.83
2003-07-10,87.60,87.60,86.70,87.04,15000,12.79
2003-07-09,88.23,88.50,88.06,88.17,13800,12.96
2003-07-08,88.10,88.10,87.76,88.05,9000,12.94
2003-07-07,88.60,88.93,88.32,88.57,6600,13.01
2003-07-03,88.73,89.05,88.55,89.05,18000,13.08
2003-07-02,88.65,88.98,88.65,88.98,1800,13.07
2003-07-01,88.60,88.60,87.94,88.57,376200,13.01
2003-06-30,89.00,89.52,88.72,89.20,18000,13.11
2003-06-27,89.32,89.81,89.00,89.00,11400,13.08
2003-06-26,89.30,89.54,89.23,89.54,12000,13.16
2003-06-25,89.70,90.66,89.70,90.00,25800,13.22
2003-06-24,89.87,89.95,89.47,89.71,7200,13.18
2003-06-23,90.11,90.11,89.48,89.89,26400,13.21
2003-06-20,91.14,91.14,90.43,90.59,13200,13.31
2003-06-19,90.73,91.30,90.61,90.98,15000,13.37
2003-06-18,90.85,90.87,90.74,90.76,2400,13.34
2003-06-17,91.00,91.51,91.00,91.21,15000,13.40
2003-06-16,91.50,91.75,90.96,91.75,30600,13.48
2003-06-13,91.93,91.93,91.30,91.64,11400,13.40
2003-06-12,93.65,93.96,92.76,93.17,105000,13.63
2003-06-11,91.40,93.62,91.40,93.62,371400,13.69
2003-06-10,91.12,91.12,90.61,91.09,25800,13.32
2003-06-09,90.48,90.59,90.21,90.50,14400,13.24
2003-06-06,91.40,91.91,91.40,91.54,250800,13.39
2003-06-05,90.55,91.45,90.51,91.45,111600,13.38
2003-06-04,90.00,91.32,90.00,91.22,27600,13.34
2003-06-03,90.00,90.22,89.57,90.22,253200,13.20
2003-06-02,89.65,90.35,89.65,90.04,19200,13.17
2003-05-30,88.10,89.04,88.10,89.03,15600,13.02
2003-05-29,88.60,88.60,88.03,88.06,15000,12.88
2003-05-28,89.10,89.11,88.46,88.79,10800,12.99
2003-05-27,87.40,89.58,87.40,89.58,19200,13.10
2003-05-23,87.38,87.94,87.38,87.94,12000,12.86
2003-05-22,87.30,87.46,87.14,87.44,7800,12.79
2003-05-21,86.09,87.37,86.09,87.37,2400,12.78
2003-05-20,85.75,85.79,84.85,85.06,9600,12.44
2003-05-19,85.90,85.90,85.50,85.50,26400,12.51
2003-05-16,86.23,86.34,86.11,86.34,8400,12.63
2003-05-15,86.15,86.15,85.86,85.98,5400,12.58
2003-05-14,85.65,85.73,85.28,85.73,9000,12.54
2003-05-13,84.87,85.53,84.84,85.53,40800,12.51
2003-05-12,84.25,85.24,84.25,84.95,14400,12.43
2003-05-09,83.50,84.04,83.34,84.04,6000,12.29
2003-05-08,82.95,83.78,82.76,83.29,84000,12.18
2003-05-07,82.85,83.50,82.63,83.50,18000,12.21
2003-05-06,83.24,83.38,82.81,82.81,4200,12.11
2003-05-05,82.22,82.71,82.22,82.65,81000,12.09
2003-05-02,80.91,82.15,80.91,82.09,23400,12.01
2003-05-01,80.84,80.84,80.23,80.39,21000,11.76
2003-04-30,79.95,80.73,79.95,80.45,15600,11.77
2003-04-29,80.70,80.96,80.12,80.19,7800,11.73
2003-04-28,80.56,81.02,80.56,80.84,1800,11.83
2003-04-25,80.38,80.62,80.38,80.50,10800,11.78
2003-04-24,81.50,81.88,81.21,81.47,49800,11.92
2003-04-23,82.30,82.39,81.60,82.09,490200,12.01
2003-04-22,81.39,82.27,81.39,82.15,39600,12.02
2003-04-21,80.80,81.25,80.80,81.09,18600,11.86
2003-04-17,80.23,80.76,80.23,80.76,7200,11.81
2003-04-16,79.70,79.89,79.35,79.40,12600,11.61
2003-04-15,79.84,80.19,79.83,80.19,15000,11.73
2003-04-14,79.59,79.86,79.59,79.86,7200,11.68
2003-04-11,79.95,79.95,79.26,79.63,10800,11.65
2003-04-10,79.28,79.80,79.28,79.80,3000,11.67
2003-04-09,79.46,79.46,79.00,79.22,3600,11.59
2003-04-08,79.15,79.34,79.02,79.05,20400,11.56
2003-04-07,80.20,80.63,79.59,79.59,129000,11.64
2003-04-04,79.80,80.14,79.60,79.83,61800,11.68
2003-04-03,80.65,80.65,79.41,79.45,73200,11.62
2003-04-02,80.14,80.31,80.14,80.31,3000,11.75
2003-04-01,80.10,80.69,80.10,80.69,21600,11.80
2003-03-31,79.50,79.71,79.31,79.33,145200,11.60
2003-03-28,79.85,79.85,79.85,79.85,600,11.68
2003-03-27,79.28,80.16,79.28,79.98,14400,11.70
2003-03-26,80.12,80.12,79.53,79.53,12000,11.63
2003-03-25,79.41,80.42,79.41,79.95,72000,11.69
2003-03-24,80.45,80.45,78.85,78.85,59400,11.53
2003-03-21,80.80,80.80,80.31,80.62,13200,11.79
2003-03-20,80.15,80.98,79.70,80.98,93600,11.85
2003-03-19,80.25,80.25,79.83,79.90,9000,11.69
2003-03-18,78.39,79.87,78.39,79.87,7200,11.68
2003-03-17,78.25,79.31,78.25,79.12,72600,11.57
2003-03-14,77.50,77.86,77.50,77.71,8400,11.37
2003-03-13,77.55,77.61,77.21,77.61,9000,11.35
2003-03-12,76.90,76.90,76.17,76.84,330000,11.24
2003-03-11,78.90,79.45,78.63,78.63,30600,11.50
2003-03-10,80.35,80.35,78.91,78.92,16200,11.54
2003-03-07,79.90,80.45,79.71,80.45,57000,11.72
2003-03-06,80.35,80.59,80.02,80.29,19200,11.70
2003-03-05,80.65,80.69,80.40,80.69,114600,11.76
2003-03-04,80.52,80.66,80.14,80.14,426000,11.68
2003-03-03,81.14,81.15,80.79,81.00,4800,11.80
2003-02-28,80.30,80.74,80.30,80.74,4200,11.77
2003-02-27,80.64,80.77,80.12,80.16,12600,11.68
2003-02-26,80.20,80.36,80.16,80.36,4200,11.71
2003-02-25,81.06,81.06,80.05,80.60,5400,11.75
2003-02-24,80.92,81.10,80.75,81.00,15600,11.80
2003-02-21,79.00,80.58,79.00,80.50,13800,11.73
2003-02-20,79.13,79.14,78.92,78.92,2400,11.50
2003-02-19,78.89,78.99,78.89,78.99,12000,11.51
2003-02-18,78.30,79.12,78.30,78.72,4200,11.47
2003-02-14,77.35,77.60,77.35,77.54,13200,11.30
2003-02-13,77.35,77.40,76.70,76.85,15600,11.20
2003-02-12,78.60,78.60,77.30,77.30,19800,11.27
2003-02-11,79.00,79.00,78.77,78.90,1800,11.50
2003-02-10,78.30,78.98,78.30,78.50,33600,11.44
2003-02-07,79.00,79.11,78.30,78.30,13200,11.41
2003-02-06,79.35,79.35,78.54,79.00,9600,11.51
2003-02-05,80.70,80.75,79.89,80.10,19800,11.67
2003-02-04,79.31,80.55,79.31,80.52,177000,11.73
2003-02-03,79.25,79.65,79.25,79.63,25800,11.61
2003-01-31,77.40,79.60,77.40,79.25,21000,11.55
2003-01-30,79.35,79.64,78.45,78.45,21000,11.43
2003-01-29,77.00,79.58,77.00,79.35,60600,11.56
2003-01-28,76.35,77.40,76.35,77.40,310200,11.28
2003-01-27,77.40,77.66,76.01,76.64,81000,11.17
2003-01-24,79.10,79.36,78.58,78.62,36600,11.46
2003-01-23,79.40,80.27,79.40,80.02,7200,11.66
2003-01-22,79.00,79.74,78.39,79.59,50400,11.60
2003-01-21,80.90,80.90,79.70,79.70,45000,11.62
2003-01-17,82.10,82.20,81.76,81.83,4800,11.93
2003-01-16,81.50,82.32,81.50,82.32,11400,12.00
2003-01-15,81.00,81.65,80.93,81.58,13200,11.89
2003-01-14,81.60,81.60,81.00,81.10,8400,11.82
2003-01-13,81.75,81.75,80.99,81.44,18600,11.87
2003-01-10,81.60,81.85,81.60,81.85,3600,11.93
2003-01-09,80.65,81.62,80.65,81.62,2400,11.90
2003-01-08,81.00,81.31,80.47,80.47,15600,11.73
2003-01-07,83.35,83.35,81.57,81.70,46200,11.91
2003-01-06,83.45,84.35,83.45,84.19,15600,12.27
2003-01-03,83.20,83.20,82.87,83.00,9600,12.10
2003-01-02,81.79,83.05,81.61,83.05,12600,12.10
2002-12-31,81.17,81.39,80.16,81.39,17400,11.86
2002-12-30,81.05,81.05,80.92,80.95,8400,11.80
2002-12-27,81.88,81.88,80.71,81.05,61200,11.81
2002-12-26,82.16,82.71,81.94,81.94,17400,11.94
2002-12-24,82.95,82.95,82.27,82.40,9600,12.01
2002-12-23,82.75,83.09,82.39,82.81,55800,12.07
2002-12-20,81.25,82.45,81.25,82.45,18600,12.02
2002-12-19,81.70,82.00,81.02,81.02,11400,11.81
2002-12-18,82.25,82.38,81.50,81.70,60600,11.91
2002-12-17,84.00,84.00,82.86,83.00,103200,12.10
2002-12-16,82.50,83.55,82.50,83.55,366600,12.18
2002-12-13,82.25,82.34,81.61,82.05,16200,11.91
2002-12-12,81.35,82.34,81.35,82.34,27600,11.95
2002-12-11,81.48,81.48,81.10,81.10,9600,11.77
2002-12-10,80.50,81.50,80.50,81.50,23400,11.83
2002-12-09,81.80,82.30,80.46,80.46,22200,11.68
2002-12-06,81.50,81.94,81.35,81.94,14400,11.90
2002-12-05,81.60,81.60,81.38,81.40,4800,11.82
2002-12-04,80.88,80.88,80.88,80.88,3600,11.74
2002-12-03,82.03,82.03,81.56,81.60,81600,11.85
2002-12-02,81.50,81.65,80.80,81.65,116400,11.85
2002-11-29,81.35,81.35,81.16,81.16,123600,11.78
2002-11-27,80.75,80.84,80.75,80.84,131400,11.74
2002-11-26,79.20,79.20,78.35,78.35,142200,11.38
2002-11-25,80.01,80.39,79.74,80.39,15600,11.67
2002-11-22,80.40,80.64,80.01,80.01,19800,11.62
2002-11-21,80.50,81.20,80.50,81.20,4200,11.79
2002-11-20,78.70,79.94,78.68,79.94,151800,11.61
2002-11-19,79.00,79.25,78.80,78.80,3600,11.44
2002-11-18,79.25,79.25,78.80,78.80,140400,11.44
2002-11-15,77.95,78.15,77.95,78.15,1800,11.35
2002-11-14,77.30,78.23,77.30,78.23,12000,11.36
2002-11-13,76.93,77.40,75.62,75.62,16200,10.98
2002-11-12,77.55,78.14,77.50,77.55,246600,11.26
2002-11-11,78.50,78.50,77.58,77.58,4200,11.26
2002-11-08,79.34,79.35,78.95,78.95,6000,11.46
2002-11-07,79.70,79.70,78.92,78.92,257400,11.46
2002-11-06,79.50,80.58,79.38,80.58,176400,11.70
2002-11-05,79.65,79.65,79.30,79.30,251400,11.51
2002-11-04,79.35,79.35,79.35,79.35,1800,11.52
2002-11-01,79.39,79.40,79.35,79.35,14400,11.52
2002-10-31,78.31,78.58,77.40,77.68,121800,11.28
2002-10-30,77.97,78.14,77.90,78.00,104400,11.32
2002-10-29,75.98,75.98,75.98,75.98,600,11.03
2002-10-28,78.30,79.17,77.90,78.00,122400,11.32
2002-10-25,77.95,78.20,77.95,78.12,101400,11.34
2002-10-24,79.66,79.66,78.30,78.32,103200,11.37
2002-10-23,78.25,79.57,78.00,79.40,108000,11.53
2002-10-22,78.43,78.53,78.43,78.44,58800,11.39
2002-10-21,79.60,80.70,79.42,80.53,3000,11.69
2002-10-18,79.40,80.20,79.40,80.20,1800,11.64
2002-10-17,79.49,80.25,79.49,80.25,46200,11.65
2002-10-16,78.50,78.50,77.95,78.15,52800,11.35
2002-10-15,78.45,79.09,78.45,79.00,21600,11.47
2002-10-14,76.15,76.15,75.91,76.08,4200,11.05
2002-10-11,74.51,75.55,74.51,75.40,10800,10.95
2002-10-10,71.70,73.65,71.10,73.60,82800,10.69
2002-10-09,73.20,73.20,71.57,71.58,80400,10.39
2002-10-08,74.81,74.81,72.85,73.93,59400,10.73
2002-10-07,74.52,74.52,74.52,74.52,8400,10.82
2002-10-04,76.25,76.25,76.01,76.01,41400,11.04
2002-10-03,77.50,77.64,77.19,77.37,27000,11.23
2002-10-02,78.01,78.03,77.16,77.16,135600,11.20
2002-10-01,77.29,78.84,77.29,78.84,151800,11.45
2002-09-30,75.09,75.41,75.09,75.41,8400,10.95
2002-09-27,78.79,79.08,76.85,76.85,102000,11.16
2002-09-26,77.31,78.50,77.30,78.45,85200,11.39
2002-09-25,75.24,76.30,75.24,76.30,144600,11.08
2002-09-24,75.55,75.55,74.69,74.69,24000,10.84
2002-09-23,77.01,77.01,76.40,76.40,241200,11.09
2002-09-20,77.50,77.79,77.25,77.57,214200,11.26
2002-09-19,77.95,78.22,77.81,78.00,8400,11.32
2002-09-18,79.10,79.41,78.32,79.20,91800,11.50
2002-09-17,80.90,80.90,79.19,79.19,20400,11.50
2002-09-16,81.50,81.75,81.10,81.56,287400,11.84
2002-09-13,81.49,82.00,81.21,81.99,220200,11.85
2002-09-12,82.65,82.65,81.74,81.85,5400,11.83
2002-09-11,83.26,83.26,83.06,83.06,193800,12.00
2002-09-10,83.29,83.30,83.05,83.30,37200,12.04
2002-09-09,81.50,82.54,81.35,82.54,5400,11.93
2002-09-06,82.35,82.35,81.98,81.99,85800,11.85
2002-09-05,80.72,80.83,80.39,80.40,93000,11.62
2002-09-04,81.20,81.40,81.20,81.34,50400,11.75
2002-09-03,81.35,81.65,81.30,81.30,13800,11.75
2002-08-30,83.90,84.64,83.90,84.50,92400,12.21
2002-08-29,83.85,83.94,83.85,83.90,49200,12.12
2002-08-28,85.67,85.67,85.35,85.35,12000,12.33
2002-08-27,87.60,87.60,86.50,86.52,48600,12.50
2002-08-26,85.85,87.15,85.85,87.08,768600,12.58
2002-08-23,86.30,86.30,85.56,85.73,92400,12.39
2002-08-22,86.50,86.50,86.50,86.50,1800,12.50
2002-08-21,84.16,85.42,84.16,85.42,90600,12.34
2002-08-20,84.50,84.50,84.25,84.26,25800,12.18
2002-08-19,85.35,85.35,85.35,85.35,6600,12.33
2002-08-16,85.30,85.45,84.65,84.65,9000,12.23
2002-08-15,85.20,86.21,84.97,86.15,60000,12.45
2002-08-14,82.76,83.93,81.84,83.93,28200,12.13
2002-08-13,83.15,83.47,82.56,82.56,8400,11.93
2002-08-12,82.65,83.73,82.65,83.73,9000,12.10
2002-08-09,82.00,83.40,82.00,83.40,22200,12.05
2002-08-08,78.20,78.20,78.20,78.20,000,11.30
2002-08-07,78.20,78.20,78.20,78.20,600,11.30
2002-08-06,79.20,79.20,79.10,79.10,2400,11.43
2002-08-05,77.25,77.25,77.25,77.25,13200,11.16
2002-08-02,80.80,80.80,80.80,80.80,000,11.68
2002-08-01,80.80,80.80,80.80,80.80,600,11.68
2002-07-31,81.65,82.70,81.65,82.70,3600,11.95
2002-07-30,82.15,82.62,81.98,81.98,2400,11.85
2002-07-29,82.15,82.15,82.15,82.15,600,11.87
2002-07-26,77.05,77.15,76.95,77.05,3600,11.13
2002-07-25,77.80,78.35,77.69,77.69,4200,11.23
2002-07-24,72.20,77.20,72.10,77.20,3600,11.16
2002-07-23,75.60,75.60,73.60,73.60,9000,10.64
2002-07-22,75.85,77.10,75.82,77.10,1800,11.14
2002-07-19,83.85,83.85,80.60,80.60,3000,11.65
2002-07-18,85.68,85.68,85.35,85.35,1800,12.33
2002-07-17,86.30,86.30,85.05,85.05,1800,12.29
2002-07-16,84.46,85.05,84.46,85.05,1800,12.29
2002-07-15,88.88,88.88,88.88,88.88,000,12.84
2002-07-12,88.88,88.88,88.88,88.88,000,12.84
2002-07-11,88.88,88.88,88.88,88.88,1200,12.84
2002-07-10,92.58,92.58,92.58,92.58,600,13.38
2002-07-09,93.70,93.70,93.70,93.70,600,13.54
2002-07-08,95.29,95.29,94.67,94.67,1200,13.68
2002-07-05,93.40,93.80,93.40,93.80,3000,13.55
2002-07-03,92.51,92.51,91.95,92.25,8400,13.33
2002-07-02,94.44,94.44,93.25,93.26,3000,13.48
2002-07-01,95.15,95.15,95.15,95.15,000,13.75
2002-06-28,95.15,95.15,95.15,95.15,000,13.75
2002-06-27,95.10,95.15,95.10,95.15,2400,13.75
2002-06-26,94.60,94.60,94.56,94.56,1800,13.66
2002-06-25,96.56,96.56,96.56,96.56,600,13.95
2002-06-24,95.29,95.29,95.29,95.29,1200,13.77
2002-06-21,95.55,95.55,94.63,94.63,1800,13.67
2002-06-20,96.13,96.13,96.13,96.13,1800,13.89
2002-06-19,96.49,96.49,96.49,96.49,000,13.94
2002-06-18,96.24,96.49,96.24,96.49,6600,13.94
2002-06-17,95.73,96.21,95.73,96.12,3000,13.89
2002-06-14,93.67,93.67,93.67,93.67,600,13.47
2002-06-13,94.27,94.27,94.27,94.27,1800,13.56
2002-06-12,94.00,94.68,94.00,94.68,2400,13.62
2002-06-11,95.30,95.45,93.84,93.84,1800,13.50
2002-06-10,95.11,95.11,95.11,95.11,600,13.68
2002-06-07,96.00,96.00,96.00,96.00,2400,13.81
2002-06-06,96.34,96.34,96.34,96.34,600,13.86
2002-06-05,97.31,97.31,97.31,97.31,000,14.00
2002-06-04,97.17,97.31,97.17,97.31,1800,14.00
2002-06-03,100.15,100.15,98.16,98.16,2400,14.12
2002-05-31,100.50,100.58,100.29,100.29,5400,14.43
2002-05-30,100.27,100.27,98.52,99.29,19800,14.28
2002-05-29,101.00,101.00,100.70,100.70,1800,14.48
2002-05-28,101.60,101.69,101.50,101.65,10800,14.62
2002-05-24,102.45,102.45,102.22,102.27,2400,14.71
2002-05-23,102.28,102.28,102.28,102.28,600,14.71
2002-05-22,101.85,102.32,101.85,102.32,12000,14.72
2002-05-21,101.78,101.78,101.74,101.74,1200,14.63
2002-05-20,101.29,101.29,101.29,101.29,000,14.57
2002-05-17,101.09,101.37,101.09,101.29,25800,14.57
2002-05-16,102.28,102.28,102.28,102.28,600,14.71
2002-05-15,101.47,101.79,101.46,101.79,4800,14.64
2002-05-14,103.04,103.04,102.89,102.89,1800,14.80
2002-05-13,101.19,102.00,101.19,101.64,63600,14.62
2002-05-10,101.30,101.36,100.71,101.36,4200,14.58
2002-05-09,101.20,101.20,101.20,101.20,1200,14.56
2002-05-08,101.31,101.31,101.31,101.31,600,14.57
2002-05-07,100.16,100.32,99.95,100.32,1800,14.43
